present-HL;present-LL;absent;AnyOnHighP-HL;AnyOnHighP-LL;AnyOnlowP;highP-HL;highPOther-HL;lowP-HL;highP-LL;highPOther-LL;lowP-LL;Distance0-HL;Distance1-HL;Distance2-HL;Distance3-HL;Distance4-HL;Distance0-LL;Distance1-LL;Distance2-LL;Distance3-LL;Distance4-LL;highP-HL-swap;highPOther-HL-swap;lowP-HL-swap;highP-LL-swap;highPOther-LL-swap;lowP-LL-swap;swap;same
6,047032475;4,949381327;8,339763573;6,134691568;5,708850473;5,740751495;5,602716469;6,382978723;7,003891051;5,034722222;6,666666667;4,47761194;5,602716469;4,705882353;7,058823529;9,195402299;6,382978723;5,034722222;2,247191011;7,954545455;3,296703297;6,666666667;5,017921147;6,666666667;6,772908367;5,090909091;6,666666667;4,263565891;5,723370429;5,37727667
19,04255319;19,80519481;18,93417909;19,66380251;23,44823844;20,45486669;18,49427169;28,26086957;18,72791519;18,63560732;20,83333333;22,18181818;18,49427169;18,75;15,2173913;22,10526316;28,26086957;18,63560732;18,68131868;26,37362637;21,50537634;20,83333333;22,14532872;28,88888889;19,48529412;18,28358209;21,73913043;23,37164751;16,39824305;21,16850127
11,60809372;9,207708779;10,67567568;11,46668992;12,12246019;10,87633452;12,29508197;16,66666667;9,252669039;7,578253707;10,63829787;12,5;12,29508197;8,695652174;8,510638298;10,52631579;16,66666667;7,578253707;12,90322581;12,90322581;11,70212766;10,63829787;12,68115942;17,39130435;8,921933086;8,650519031;10,86956522;12,45421245;9,495548961;10,92577148
4,900938478;6,152241919;5,208333333;7,051282051;4,011169074;4,867160279;5,769230769;2,083333333;3,484320557;5,939004815;8,333333333;6,25;5,769230769;4,166666667;4,166666667;2,105263158;2,083333333;5,939004815;6,25;5,208333333;7,291666667;8,333333333;5,693950178;2,222222222;3,597122302;7,692307692;8,510638298;5,776173285;5,255681818;5,68369028
5;3,644158628;3,444812268;4,390661812;4,449503311;5,830388693;4,433497537;6,25;6,007067138;2,649006623;4,347826087;5,653710247;4,433497537;5,376344086;6,315789474;6,315789474;6,25;2,649006623;8,510638298;3,191489362;5,263157895;4,347826087;6,18556701;4,651162791;5,660377358;3,237410072;4,444444444;5,94795539;2,785923754;5,205709488
7,966457023;9,299895507;6,78719459;6,58715781;9,629555198;10,31297757;6,92431562;10,41666667;9,824561404;8,84244373;6,25;10,80139373;6,92431562;6,25;9,473684211;13,82978723;10,41666667;8,84244373;11,45833333;11,57894737;9,375;6,25;6,884057971;8,695652174;9,608540925;9,655172414;6,25;10,71428571;7,826086957;9,090909091
5,543933054;4,270833333;3,90625;3,541666667;5,448717949;5,208333333;5;6,25;6,597222222;4,647435897;2,083333333;3,819444444;5;6,25;8,333333333;5,208333333;6,25;4,647435897;4,166666667;4,166666667;3,125;2,083333333;3,50877193;6,25;6,474820144;3,90070922;2,083333333;3,610108303;5,873925501;4,351395731
1,575630252;1,995798319;1,308900524;1,928763441;0,892857143;1,91950313;1,774193548;0;1,408450704;1,785714286;2,083333333;2,430555556;1,774193548;1,063829787;2,105263158;1,052631579;0;1,785714286;2,083333333;3,125;2,083333333;2,083333333;0,692041522;0;1,47601476;1,838235294;2,222222222;2,527075812;2,130681818;1,583333333
6,171548117;6,680584551;4,166666667;4,90136876;5,781082529;6,610530391;5,636070853;4,166666667;7,665505226;7,395498392;4,166666667;5,555555556;5,636070853;6,315789474;6,25;10,41666667;4,166666667;7,395498392;8,333333333;5,208333333;3,125;4,166666667;6,666666667;2,127659574;7,52688172;6,093189964;4,166666667;5,734767025;6,744868035;6,25
8,926673751;7,708553326;7,671957672;11,37479542;9,012018381;7,204101804;9,983633388;10,86956522;6,338028169;7,154471545;12,76595745;8,070175439;9,983633388;3,157894737;7,446808511;8,421052632;10,86956522;7,154471545;9,473684211;3,125;11,70212766;12,76595745;13,79310345;10,86956522;6,52173913;7,636363636;11,11111111;8,394160584;6,598240469;9,286898839
6,498951782;7,40354536;7,097387566;8,700791448;3,685897436;6,980994152;6,763285024;0;7,01754386;7,371794872;10,63829787;6,944444444;6,763285024;7,52688172;11,45833333;2,083333333;0;7,371794872;8,333333333;6,25;6,25;10,63829787;6,600660066;0;7,220216606;7,194244604;11,36363636;7,220216606;6,956521739;6,950122649
4,012671595;4,736842105;3,662280702;3,248295807;5,548263328;3,888276277;4,368932039;6,25;2,846975089;4,846526656;2,127659574;4,929577465;4,368932039;2,127659574;4,255319149;2,150537634;6,25;4,846526656;4,210526316;6,382978723;4,210526316;2,127659574;4,912280702;6,52173913;2,941176471;4,529616725;2,127659574;4,460966543;4,630969609;4,228855721
7,257203842;5,543710021;5,777073574;5,411731824;3,759908219;7,850865445;6,568144499;2,127659574;9,608540925;5,392156863;4,255319149;6,093189964;6,568144499;6,451612903;13,82978723;8,510638298;2,127659574;5,392156863;7,446808511;5,376344086;5,434782609;4,255319149;8,633093525;2,173913043;9,398496241;5,802047782;4,347826087;5,681818182;5,278592375;7,041072925
2,985074627;2,360515021;2,150599798;1,477832512;3,241236525;3,037976298;2,955665025;4,347826087;2,826855124;2,134646962;0;3,249097473;2,955665025;1,063829787;3,191489362;4,210526316;4,347826087;2,134646962;4,301075269;1,075268817;4,395604396;0;2,898550725;4,347826087;2,545454545;2,197802198;0;2,996254682;2,749638205;2,629346904
